town,candidate_number,votes,region_code,candidate,region,link,town_code,votes_percentage
Pětipsy,6,80,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563293,563293,40.44
Pětipsy,9,8,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563293,563293,3.37
Drhovice,6,70,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563307,563307,25.19
Drhovice,9,52,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563307,563307,15.26
Kryštofovy Hamry,6,37,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563315,563315,31.66
Kryštofovy Hamry,9,22,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563315,563315,28.33
Radonice,6,398,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563323,563323,31.27
Radonice,9,90,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563323,563323,7.33
Rokle,6,66,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563331,563331,27.36
Rokle,9,28,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563331,563331,16.84
Spořice,6,374,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563340,563340,28.23
Spořice,9,233,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563340,563340,17.50
Strupčice,6,247,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563358,563358,31.63
Strupčice,9,107,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563358,563358,9.65
Bečice,6,32,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563366,563366,37.20
Bečice,9,16,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563366,563366,16.27
Psárov,6,45,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563374,563374,24.19
Psárov,9,21,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563374,563374,6.45
Údlice,6,366,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563382,563382,23.92
Údlice,9,183,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563382,563382,14.82
Vejprty,6,561,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563404,563404,27.38
Vejprty,9,291,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563404,563404,15.80
Veliká Ves,6,101,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563412,563412,35.71
Veliká Ves,9,26,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563412,563412,4.76
Vilémov,6,208,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563439,563439,34.09
Vilémov,9,44,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563439,563439,3.40
Vlčeves,6,37,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563447,563447,46.66
Vlčeves,9,4,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563447,563447,6.66
Nová Ves u Mladé Vožice,6,63,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563455,563455,26.92
Nová Ves u Mladé Vožice,9,38,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563455,563455,18.26
Vrskmaň,6,95,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563463,563463,31.96
Vrskmaň,9,32,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563463,563463,6.55
Všehrdy,6,77,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563471,563471,23.52
Všehrdy,9,96,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563471,563471,41.17
Všestudy,6,49,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563480,563480,28.39
Všestudy,9,19,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563480,563480,7.40
Výsluní,6,67,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563498,563498,19.49
Výsluní,9,47,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563498,563498,10.16
Vysoká Pec,6,283,CZ0422,Zeman Miloš Ing.,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563501,563501,24.05
Vysoká Pec,9,224,CZ0422,Schwarzenberg Karel,Chomutov,pe311?xjazyk=CZ&xnumnuts=4202&xobec=563501,563501,24.05
Jablonec nad Nisou,6,9114,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563510,563510,18.90
Jablonec nad Nisou,9,11243,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563510,563510,30.11
Albrechtice v Jizerských horách,6,119,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563528,563528,17.15
Albrechtice v Jizerských horách,9,200,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563528,563528,37.25
Bedřichov,6,85,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563536,563536,9.91
Bedřichov,9,393,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563536,563536,60.97
Libějice,6,36,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563544,563544,17.33
Libějice,9,42,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563544,563544,30.66
Desná,6,702,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563552,563552,23.42
Desná,9,561,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563552,563552,17.28
Držkov,6,168,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563561,563561,20.00
Držkov,9,126,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563561,563561,18.43
Frýdštejn,6,246,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563579,563579,23.00
Frýdštejn,9,226,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563579,563579,21.60
Lom,6,53,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563587,563587,30.39
Lom,9,46,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563587,563587,20.58
Janov nad Nisou,6,242,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563595,563595,13.85
Janov nad Nisou,9,411,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563595,563595,39.18
Jenišovice,6,260,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563609,563609,23.60
Jenišovice,9,269,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563609,563609,23.24
Jílové u Držkova,6,79,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563617,563617,35.89
Jílové u Držkova,9,38,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563617,563617,9.40
Haškovcova Lhota,6,24,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563625,563625,15.90
Haškovcova Lhota,9,24,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563625,563625,11.36
Josefův Důl,6,214,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563633,563633,17.21
Josefův Důl,9,375,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563633,563633,35.51
Koberovy,6,248,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563641,563641,17.47
Koberovy,9,310,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563641,563641,27.28
Dlouhá Lhota,6,58,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563650,563650,19.09
Dlouhá Lhota,9,51,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563650,563650,24.54
Kořenov,6,266,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563668,563668,20.37
Kořenov,9,473,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563668,563668,33.20
Líšný,6,77,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563676,563676,27.39
Líšný,9,68,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563676,563676,14.38
Loužnice,6,52,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563684,563684,26.66
Loužnice,9,61,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563684,563684,26.66
Lučany nad Nisou,6,374,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563692,563692,20.45
Lučany nad Nisou,9,483,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563692,563692,30.20
Malá Skála,6,258,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563706,563706,14.43
Malá Skála,9,369,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563706,563706,32.78
Maršovice,6,135,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563714,563714,22.18
Maršovice,9,160,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563714,563714,33.45
Černýšovice,6,37,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563722,563722,41.30
Černýšovice,9,23,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563722,563722,13.04
Nová Ves nad Nisou,6,189,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563731,563731,21.49
Nová Ves nad Nisou,9,178,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563731,563731,26.86
Pěnčín,6,474,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563749,563749,22.54
Pěnčín,9,441,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563749,563749,22.65
Plavy,6,235,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563757,563757,23.62
Plavy,9,236,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563757,563757,24.23
Drahov,6,51,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563765,563765,31.06
Drahov,9,53,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563765,563765,21.35
Radčice,6,60,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563773,563773,30.00
Radčice,9,49,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563773,563773,26.36
Rádlo,6,155,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563781,563781,16.75
Rádlo,9,195,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563781,563781,26.03
Rychnov u Jablonce nad Nisou,6,584,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563790,563790,19.98
Rychnov u Jablonce nad Nisou,9,707,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563790,563790,27.68
Skuhrov,6,145,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563803,563803,23.82
Skuhrov,9,167,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563803,563803,28.52
Smržovka,6,716,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563811,563811,19.72
Smržovka,9,858,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563811,563811,26.29
Tanvald,6,1552,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563820,563820,23.73
Tanvald,9,1071,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563820,563820,17.71
Velké Hamry,6,689,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563838,563838,22.35
Velké Hamry,9,503,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563838,563838,17.64
Vlastiboř,6,60,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563846,563846,43.67
Vlastiboř,9,27,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563846,563846,11.49
Zásada,6,216,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563854,563854,21.82
Zásada,9,264,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563854,563854,32.41
Zlatá Olešnice,6,151,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563862,563862,23.69
Zlatá Olešnice,9,138,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563862,563862,23.34
Železný Brod,6,1434,CZ0512,Zeman Miloš Ing.,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563871,563871,21.53
Železný Brod,9,1483,CZ0512,Schwarzenberg Karel,Jablonec nad Nisou,pe311?xjazyk=CZ&xnumnuts=5102&xobec=563871,563871,25.12
Liberec,6,19796,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563889,563889,18.81
Liberec,9,26814,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563889,563889,30.53
Žíšov,6,65,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563897,563897,34.57
Žíšov,9,37,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563897,563897,22.42
Bílá,6,237,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563901,563901,19.40
Bílá,9,198,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563901,563901,20.04
Bílý Kostel nad Nisou,6,244,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563919,563919,25.99
Bílý Kostel nad Nisou,9,171,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563919,563919,16.29
Zadní Střítež,6,16,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563927,563927,29.41
Zadní Střítež,9,3,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563927,563927,11.76
Bulovka,6,232,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563935,563935,32.91
Bulovka,9,91,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563935,563935,7.14
Cetenov,6,29,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563943,563943,14.28
Cetenov,9,29,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563943,563943,21.42
Únice,6,18,CZ0316,Zeman Miloš Ing.,Strakonice,pe311?xjazyk=CZ&xnumnuts=3106&xobec=563951,563951,8.57
Únice,9,18,CZ0316,Schwarzenberg Karel,Strakonice,pe311?xjazyk=CZ&xnumnuts=3106&xobec=563951,563951,25.71
Český Dub,6,721,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563960,563960,19.53
Český Dub,9,598,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563960,563960,18.75
Kubova Huť,6,41,CZ0315,Zeman Miloš Ing.,Prachatice,pe311?xjazyk=CZ&xnumnuts=3105&xobec=563978,563978,19.67
Kubova Huť,9,66,CZ0315,Schwarzenberg Karel,Prachatice,pe311?xjazyk=CZ&xnumnuts=3105&xobec=563978,563978,32.78
Klenovice,6,195,CZ0317,Zeman Miloš Ing.,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563986,563986,27.62
Klenovice,9,99,CZ0317,Schwarzenberg Karel,Tábor,pe311?xjazyk=CZ&xnumnuts=3107&xobec=563986,563986,18.31
Dolní Řasnice,6,145,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563994,563994,28.05
Dolní Řasnice,9,69,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=563994,563994,14.47
Frýdlant,6,1813,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564028,564028,20.64
Frýdlant,9,1260,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564028,564028,17.74
Habartice,6,128,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564036,564036,23.87
Habartice,9,62,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564036,564036,11.26
Hejnice,6,681,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564044,564044,22.67
Hejnice,9,461,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564044,564044,16.84
Hlavice,6,69,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564052,564052,21.37
Hlavice,9,71,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564052,564052,11.45
Hodkovice nad Mohelkou,6,736,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564061,564061,22.30
Hodkovice nad Mohelkou,9,540,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564061,564061,16.36
Horní Řasnice,6,71,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564079,564079,25.80
Horní Řasnice,9,25,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564079,564079,7.52
Poštovice,6,72,CZ0203,Zeman Miloš Ing.,Kladno,pe311?xjazyk=CZ&xnumnuts=2103&xobec=564087,564087,21.73
Poštovice,9,71,CZ0203,Schwarzenberg Karel,Kladno,pe311?xjazyk=CZ&xnumnuts=2103&xobec=564087,564087,20.28
Hrádek nad Nisou,6,1886,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564095,564095,24.10
Hrádek nad Nisou,9,1059,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564095,564095,14.83
Chotyně,6,276,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564109,564109,25.86
Chotyně,9,139,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564109,564109,9.93
Chrastava,6,1415,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564117,564117,21.07
Chrastava,9,1169,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564117,564117,18.59
Plchov,6,62,CZ0203,Zeman Miloš Ing.,Kladno,pe311?xjazyk=CZ&xnumnuts=2103&xobec=564125,564125,23.76
Plchov,9,30,CZ0203,Schwarzenberg Karel,Kladno,pe311?xjazyk=CZ&xnumnuts=2103&xobec=564125,564125,12.87
Jindřichovice pod Smrkem,6,150,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564133,564133,22.26
Jindřichovice pod Smrkem,9,83,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564133,564133,14.70
Kobyly,6,107,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564141,564141,21.42
Kobyly,9,71,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564141,564141,16.32
Libochovičky,6,17,CZ0203,Zeman Miloš Ing.,Kladno,pe311?xjazyk=CZ&xnumnuts=2103&xobec=564150,564150,32.50
Libochovičky,9,20,CZ0203,Schwarzenberg Karel,Kladno,pe311?xjazyk=CZ&xnumnuts=2103&xobec=564150,564150,20.00
Krásný Les,6,143,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564168,564168,29.09
Krásný Les,9,55,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564168,564168,10.00
Kryštofovo Údolí,6,55,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564176,564176,15.62
Kryštofovo Údolí,9,129,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564176,564176,43.22
Křižany,6,200,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564184,564184,23.23
Křižany,9,174,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564184,564184,20.10
Páleč,6,57,CZ0203,Zeman Miloš Ing.,Kladno,pe311?xjazyk=CZ&xnumnuts=2103&xobec=564192,564192,22.11
Páleč,9,31,CZ0203,Schwarzenberg Karel,Kladno,pe311?xjazyk=CZ&xnumnuts=2103&xobec=564192,564192,19.23
Lázně Libverda,6,114,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564206,564206,19.63
Lázně Libverda,9,95,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564206,564206,17.35
Počaply,6,29,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564214,564214,14.28
Počaply,9,19,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564214,564214,18.36
Nestrašovice,6,24,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564222,564222,30.76
Nestrašovice,9,14,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564222,564222,10.25
Mníšek,6,340,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564231,564231,18.75
Mníšek,9,337,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564231,564231,22.91
Chrást,6,54,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564249,564249,28.42
Chrást,9,52,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564249,564249,29.47
