town,candidate_number,votes,region_code,candidate,region,link,town_code,votes_percentage
Kameničná,9,78,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580422,580422,13.97
Klášterec nad Orlicí,6,239,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580431,580431,18.24
Klášterec nad Orlicí,9,181,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580431,580431,16.21
Koldín,6,94,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580465,580465,22.53
Koldín,9,97,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580465,580465,22.53
Králíky,6,1328,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580481,580481,23.16
Králíky,9,760,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580481,580481,15.09
Krasíkov,6,95,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580490,580490,41.79
Krasíkov,9,23,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580490,580490,4.47
Kunvald,6,257,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580503,580503,19.16
Kunvald,9,241,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580503,580503,18.02
Lanškroun,6,2577,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580511,580511,20.66
Lanškroun,9,2295,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580511,580511,21.38
Letohrad,6,1395,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580538,580538,15.92
Letohrad,9,2037,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580538,580538,27.75
Libecina,6,70,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580562,580562,31.63
Libecina,9,28,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580562,580562,7.14
Lichkov,6,165,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580571,580571,26.29
Lichkov,9,72,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580571,580571,15.53
Líšnice,6,156,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580589,580589,15.33
Líšnice,9,234,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580589,580589,28.30
Lubník,6,101,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580619,580619,15.42
Lubník,9,72,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580619,580619,11.42
Lukavice,6,245,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580627,580627,15.71
Lukavice,9,294,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580627,580627,23.14
Luková,6,274,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580635,580635,22.10
Luková,9,80,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580635,580635,7.36
Mistrovice,6,143,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580643,580643,15.11
Mistrovice,9,184,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580643,580643,22.09
Mladkov,6,192,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580651,580651,20.00
Mladkov,9,117,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580651,580651,13.44
Mostek,6,79,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580660,580660,22.00
Mostek,9,41,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580660,580660,10.00
Nasavrky,6,44,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580678,580678,37.34
Nasavrky,9,32,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580678,580678,14.45
Nekoř,6,218,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580686,580686,17.61
Nekoř,9,265,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580686,580686,22.91
Němčice,6,316,CZ0533,Zeman Miloš Ing.,Svitavy,pe311?xjazyk=CZ&xnumnuts=5303&xobec=580694,580694,25.81
Němčice,9,176,CZ0533,Schwarzenberg Karel,Svitavy,pe311?xjazyk=CZ&xnumnuts=5303&xobec=580694,580694,15.65
Svatý Jiří,6,92,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580708,580708,21.05
Svatý Jiří,9,81,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580708,580708,23.15
Orlické Podhůří,6,145,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580716,580716,17.62
Orlické Podhůří,9,167,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580716,580716,21.79
Orličky,6,80,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580724,580724,13.72
Orličky,9,65,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580724,580724,18.30
Ostrov,6,155,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580732,580732,27.66
Ostrov,9,68,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580732,580732,7.50
Oucmanice,6,50,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580741,580741,6.45
Oucmanice,9,69,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580741,580741,25.80
Pastviny,6,74,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580759,580759,17.67
Pastviny,9,113,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580759,580759,26.76
Petrovice,6,49,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580767,580767,13.12
Petrovice,9,76,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580767,580767,19.37
Písečná,6,105,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580775,580775,17.43
Písečná,9,150,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580775,580775,19.92
Plchovice,6,22,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580783,580783,2.32
Plchovice,9,13,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580783,580783,13.95
Podlesí,6,51,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580805,580805,13.49
Podlesí,9,99,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580805,580805,23.31
Přívrat,6,99,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580821,580821,26.08
Přívrat,9,80,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580821,580821,14.97
Pustina,6,22,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580830,580830,29.54
Pustina,9,20,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580830,580830,18.18
Rudoltice,6,420,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580848,580848,26.20
Rudoltice,9,205,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580848,580848,13.76
Řetová,6,211,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580872,580872,22.95
Řetová,9,154,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580872,580872,20.05
Řetůvka,6,79,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580881,580881,25.90
Řetůvka,9,81,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580881,580881,15.66
Seč,6,31,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580902,580902,9.80
Seč,9,60,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580902,580902,29.41
Skořenice,6,115,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580929,580929,23.50
Skořenice,9,80,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580929,580929,15.20
Slatina,6,122,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580945,580945,24.56
Slatina,9,90,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580945,580945,18.96
Sopotnice,6,256,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580961,580961,18.14
Sopotnice,9,204,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580961,580961,17.37
Sruby,6,166,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580970,580970,25.22
Sruby,9,151,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580970,580970,19.21
Strážná,6,34,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580988,580988,23.43
Strážná,9,25,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580988,580988,4.68
Studené,6,52,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580996,580996,19.19
Studené,9,41,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580996,580996,11.11
Sudislav nad Orlicí,6,27,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581003,581003,16.92
Sudislav nad Orlicí,9,38,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581003,581003,21.53
Sudslava,6,36,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581011,581011,12.50
Sudslava,9,49,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581011,581011,23.95
Šedivec,6,41,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581038,581038,14.65
Šedivec,9,68,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581038,581038,31.89
Tatenice,6,240,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581046,581046,25.00
Tatenice,9,147,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581046,581046,16.28
Těchonín,6,214,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581054,581054,24.63
Těchonín,9,121,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581054,581054,15.36
Tisová,6,133,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581062,581062,19.94
Tisová,9,165,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581062,581062,19.94
Třebovice,6,270,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581071,581071,28.07
Třebovice,9,86,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581071,581071,9.35
Újezd u Chocně,6,84,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581089,581089,24.26
Újezd u Chocně,9,73,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581089,581089,17.75
Velká Skrovnice,6,76,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581101,581101,20.00
Velká Skrovnice,9,60,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581101,581101,18.00
Verměřovice,6,198,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581119,581119,21.68
Verměřovice,9,163,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581119,581119,14.93
Vlčkov,6,37,CZ0533,Zeman Miloš Ing.,Svitavy,pe311?xjazyk=CZ&xnumnuts=5303&xobec=581127,581127,27.86
Vlčkov,9,22,CZ0533,Schwarzenberg Karel,Svitavy,pe311?xjazyk=CZ&xnumnuts=5303&xobec=581127,581127,22.95
Voděrady,6,90,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581143,581143,16.58
Voděrady,9,97,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581143,581143,15.60
Vraclav,6,215,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581151,581151,24.08
Vraclav,9,183,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581151,581151,16.54
Výprachtice,6,292,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581178,581178,18.81
Výprachtice,9,133,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581178,581178,12.47
Vysoké Mýto,6,3171,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581186,581186,21.25
Vysoké Mýto,9,2806,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581186,581186,21.61
Zádolí,6,32,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581194,581194,13.55
Zádolí,9,21,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581194,581194,10.16
Záchlumí,6,200,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581208,581208,24.11
Záchlumí,9,136,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581208,581208,18.15
Zálší,6,59,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581216,581216,16.78
Zálší,9,61,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581216,581216,17.48
Zámrsk,6,248,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581224,581224,20.51
Zámrsk,9,136,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581224,581224,17.24
Zářecká Lhota,6,62,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581232,581232,21.23
Zářecká Lhota,9,45,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581232,581232,17.69
Žamberk,6,1329,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581259,581259,18.18
Žamberk,9,1761,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581259,581259,28.42
Žampach,6,61,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581267,581267,23.77
Žampach,9,47,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581267,581267,19.67
Žichlínek,6,270,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581275,581275,26.21
Žichlínek,9,186,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=581275,581275,16.86
Blansko,6,6711,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581283,581283,27.00
Blansko,9,3877,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581283,581283,17.69
Adamov,6,1435,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581291,581291,30.21
Adamov,9,716,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581291,581291,14.27
Bedřichov,6,102,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581313,581313,28.39
Bedřichov,9,57,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581313,581313,11.11
Běleč,6,112,CZ0643,Zeman Miloš Ing.,Brno-venkov,pe311?xjazyk=CZ&xnumnuts=6203&xobec=581321,581321,44.44
Běleč,9,26,CZ0643,Schwarzenberg Karel,Brno-venkov,pe311?xjazyk=CZ&xnumnuts=6203&xobec=581321,581321,7.93
Benešov,6,250,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581330,581330,27.45
Benešov,9,122,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581330,581330,14.60
Borotín,6,164,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581356,581356,37.66
Borotín,9,58,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581356,581356,12.10
Bořitov,6,485,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581364,581364,27.87
Bořitov,9,218,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581364,581364,14.14
Boskovice,6,3692,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581372,581372,28.00
Boskovice,9,2102,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581372,581372,17.55
Brťov-Jeneč,6,153,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581381,581381,38.31
Brťov-Jeneč,9,55,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581381,581381,8.87
Brumov,6,128,CZ0643,Zeman Miloš Ing.,Brno-venkov,pe311?xjazyk=CZ&xnumnuts=6203&xobec=581402,581402,47.01
Brumov,9,18,CZ0643,Schwarzenberg Karel,Brno-venkov,pe311?xjazyk=CZ&xnumnuts=6203&xobec=581402,581402,4.63
Březina (dříve okres Blansko),6,278,CZ0643,Zeman Miloš Ing.,Brno-venkov,pe311?xjazyk=CZ&xnumnuts=6203&xobec=581429,581429,23.71
Březina (dříve okres Blansko),9,186,CZ0643,Schwarzenberg Karel,Brno-venkov,pe311?xjazyk=CZ&xnumnuts=6203&xobec=581429,581429,16.90
Bukovice,6,31,CZ0643,Zeman Miloš Ing.,Brno-venkov,pe311?xjazyk=CZ&xnumnuts=6203&xobec=581437,581437,20.83
Bukovice,9,11,CZ0643,Schwarzenberg Karel,Brno-venkov,pe311?xjazyk=CZ&xnumnuts=6203&xobec=581437,581437,12.50
Bukovina,6,119,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581445,581445,29.29
Bukovina,9,60,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581445,581445,12.62
Bukovinka,6,112,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581453,581453,18.84
Bukovinka,9,138,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581453,581453,23.84
Býkovice,6,70,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581461,581461,23.27
Býkovice,9,41,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581461,581461,18.96
Cetkovice,6,214,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581470,581470,26.99
Cetkovice,9,110,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581470,581470,7.43
Černá Hora,6,646,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581496,581496,31.04
Černá Hora,9,376,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581496,581496,17.38
Černovice,6,131,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581500,581500,41.48
Černovice,9,46,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581500,581500,7.97
Deštná,6,99,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581518,581518,41.73
Deštná,9,23,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581518,581518,6.08
Dlouhá Lhota,6,49,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581526,581526,15.18
Dlouhá Lhota,9,23,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581526,581526,10.12
Chrudichromy,6,62,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581534,581534,27.18
Chrudichromy,9,25,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581534,581534,15.53
Doubravice nad Svitavou,6,467,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581542,581542,26.77
Doubravice nad Svitavou,9,217,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581542,581542,15.34
Drnovice,6,469,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581551,581551,28.12
Drnovice,9,252,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581551,581551,13.72
Habrůvka,6,115,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581569,581569,26.94
Habrůvka,9,75,CZ0641,Schwarzenberg Karel,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581569,581569,18.13
Hluboké Dvory,6,30,CZ0643,Zeman Miloš Ing.,Brno-venkov,pe311?xjazyk=CZ&xnumnuts=6203&xobec=581577,581577,38.09
Hluboké Dvory,9,16,CZ0643,Schwarzenberg Karel,Brno-venkov,pe311?xjazyk=CZ&xnumnuts=6203&xobec=581577,581577,23.80
Hodonín,6,44,CZ0641,Zeman Miloš Ing.,Blansko,pe311?xjazyk=CZ&xnumnuts=6201&xobec=581593,581593,34.93
